Security ID,Exchange,Date,Currency,Price Type,Price
IDG000010802,XIDX,20220131,IDR,01,111.760000
US416518AC25,XNYS,20220131,USD,01,139.066100
US40414LAE92,XNYS,20220131,USD,01,143.746100
MYBVS1302385,XXXX,20220131,MYR,01,104.693000
CND10000HFJ4,XSHG,20220131,CNY,01,102.580000
XS0836488485,XSES,20220131,USD,01,101.976000
VNHCMB132575,HSTC,20220131,VND,01,108.780000
AU3CB0212868,XFRA,20220131,AUD,01,107.218000
MYBVS1302419,XXXX,20220131,MYR,01,104.715000
SG3261987691,XSES,20220131,SGD,01,114.984000
MYBGX1300687,XXXX,20220131,MYR,01,105.222000
MYBVR1200136,XXXX,20220131,MYR,01,104.556000
US30251BAE83,OTC,20220131,USD,01,124.554500
US617482V925,XNYS,20220131,USD,01,143.518200
